,పేరు,పుస్తకం,రకం,ప్రచురణ తేది
684,శ్రీరాజ్,వెలుగు వాకిట్లోకి,కథా సంపుటం,2003-01-01
685,జి రాములు,పెరటిచెట్టు,కథా సంపుటం,2005-01-01
686,చినబాలు పర్శరాములు,రేణ,కథా సంపుటం,2001-01-01
687,ఈతకోట సుబ్బారావు,కాశీబుగ్గ,కథా సంపుటం,2013-11-01
688,తూలికా భూషణ్,బ్రతికిన దినాలు,కథా సంపుటం,1963-01-01
689,తూలికా భూషణ్,లచ్చితల్లి,కథా సంపుటం,1963-01-01
690,పోరంకి దక్షిణామూర్తి,చంద్రవంక,కథా సంపుటం,2008-01-01
691,నల్లా నారాయణరావు,విషాదజీవులు,కథా సంపుటం,1950-06-01
692,సాయిబ్రహ్మానందం గొర్తి,సరిహద్దు,కథా సంపుటం,2011-07-01
693,పోలవరపు శ్రీహరిరావు,కథావాహిని 8,కథా సంపుటం,1955-01-01
694,సోమిరెడ్డి జమున,మౌఢ్యమా వర్ధిల్లకు,కథా సంపుటం,1994-11-01
695,కొర్లపాటి శ్రీరామమూర్తి,గుడిగోపురం,కథా సంపుటం,1962-01-01
696,కొర్లపాటి శ్రీరామమూర్తి,వీణ,కథా సంపుటం,1961-01-01
697,ఓలేటి కృష్ణ,అడుగుజాడలు,కథా సంపుటం,1965-01-01
698,గ్రంథకర్త,అద్దంలో మనం 2,ఫీచర్,2010-06-01
699,గ్రంథకర్త,ఆషామాషీ,ఫీచర్,2000-01-01
700,గ్రంథకర్త,ఇష్టాగోష్టి,ఫీచర్,1968-12-01
701,గ్రంథకర్త,కదిలే రైల్లో కథాకళి,ఫీచర్,1994-01-01
702,గ్రంథకర్త,కాలక్షేపం,ఫీచర్,1969-01-01
703,గ్రంథకర్త,చక్రవర్తికి లేఖలు,కథా సంపుటం,1956-01-01
704,గ్రంథకర్త,చేరాతలు,ఫీచర్,1991-01-01
705,గ్రంథకర్త,జనాంతికము,ఫీచర్,2003-02-01
706,గ్రంథకర్త,జానపదుని జాబులు(పల్లెటూరి లేఖలు),వరస కథలు,1957-06-01
707,గ్రంథకర్త,జెన్ కథలు,కథా సంపుటం,2005-01-01
708,గ్రంథకర్త,తెలుగన్నడ కథలు,కథా సంపుటం,2008-01-01
709,గ్రంథకర్త,నలుగురు మంత్రులు,కథా సంపుటం,1959-01-01
710,గ్రంథకర్త,నైమిశం,ఫీచర్,2007-01-01
711,గ్రంథకర్త,పిడపర్తి వారు కథలూ-గాధలు,కదంబం,2003-01-01
712,గ్రంథకర్త,బండకింద బతుకులు,కథా సంపుటం,1991-01-01
713,గ్రంథకర్త,మాటకచేరీ,ఫీచర్,1991-01-01
714,గ్రంథకర్త,విన్నంత కన్నంత,ఫీచర్,2001-01-01
715,గ్రంథకర్త,వెన్నముద్దలు,కథా సంపుటం,1960-01-01
716,గ్రంథకర్త,సత్యకామ్ సెటైర్లు,ఫీచర్,1999-01-01
717,అన్నంరాజు వేణుగోపాల శ్రీనివాసమూర్తి,మూడుపదులు,కథా సంపుటం,2008-05-01
718,సంగ్రామ్,భూమికోసం,కథా సంపుటం,2010-04-01
719,ఉప్పు రాఘవేంద్రరావు,ఉదయ భారతి,కథా సంపుటం,1994-01-01
720,చింతపట్ల సుదర్శన్,అద్దం(చింతపట్ల),కథా సంపుటం,1992-01-01
721,పేరం జయశీలరావు,భావ ప్రయాగ,కదంబం,2012-08-01
722,జి విజయలక్ష్మి,చీకట్లో వేగుచుక్క,కథా సంపుటం,2005-01-01
723,సొదుం జయరాం,వాడిన మల్లెలు,కథా సంపుటం,1968-11-01
724,సొదుం జయరాం,సింహాద్రి స్వీట్ హోమ్,కథా సంపుటం,1973-01-01
725,సొదుం జయరాం,సొదుం జయరాం కథలు,కథా సంపుటం,1991-01-01
726,సొదుం జయరాం,సొదుం జయరాం కథలు,కథా సంపుటం,2001-03-01
727,వఝల,వినోదం,కథా సంపుటం,2000-01-01
728,వెల్చేరు నారాయణరావు,నారాయణరావు కథలు,కథా సంపుటం,1965-01-01
729,వాడపల్లి లక్ష్మీనారాయణాచార్యులు,ఆల్పనా,కథా సంపుటం,1996-01-01
730,వడ్డెర చండీదాస్,చీకట్లోంచి చీకట్లోకి,కథా సంపుటం,1985-05-01
731,శంకరమంచి పార్థసారథి,శంకరమంచి కథలు,కథా సంపుటం,1984-01-01
732,తులాబందుల అనంతరాయలు,అనంతరాయలు కథలు,కథా సంపుటం,1970-01-01
733,శేషు,శేషవాక్యం,కథా సంపుటం,1999-01-01
734,శేషు,షోకాజ్,కథా సంపుటం,1997-01-01
735,పిశిపాటి కామేశ్వరీ జయలక్ష్మి,జవాబు రేపిన ప్రశ్నలు,కథా సంపుటం,2008-01-01
736,అన్నపర్తి సీతారామాంజనేయులు,ఈనాటి కథలు,కథా సంపుటం,1976-01-01
737,అన్నపర్తి సీతారామాంజనేయులు,ఈనాటి కథలు,కథా సంపుటం,1977-01-01
738,సి కనకాంబరరాజు,ఆకాశరాజు కథలు,కథా సంపుటం,1968-01-01
739,కాకర్లపూడి నారసింహ యోగ పతంజలి,అదర్రాబంటి,కథా సంపుటం,2005-01-01
740,కాకర్లపూడి నారసింహ యోగ పతంజలి,చూపున్న పాట,కథా సంపుటం,1998-01-01
741,కాకర్లపూడి నారసింహ యోగ పతంజలి,దిక్కుమాలిన కాలేజి,కథా సంపుటం,1976-01-01
742,కాకర్లపూడి నారసింహ యోగ పతంజలి,పతంజలి భాష్యం,కథా సంపుటం,1987-01-01
743,కాకర్లపూడి నారసింహ యోగ పతంజలి,పతంజలి భాష్యం,ఫీచర్,2009-03-01
744,పుష్పగిరి రాధాకృష్ణమూర్తి,జీవన పల్లవి,కథా సంపుటం,2002-01-01
745,ఎస్ నీలమణి,ఈవేళకి రేపులేదు,కథా సంపుటం,1979-01-01
746,తురగా (మోచర్ల) జయశ్యామల,దేవుడు నవ్వాడు,కథా సంపుటం,1990-01-01
747,తురగా (మోచర్ల) జయశ్యామల,శంఖారావం,కథా సంపుటం,2007-01-01
748,సత్తినేని హరికృష్ణారెడ్డి,ధనం బ్రహ్మోస్మి,కథా సంపుటం,1994-01-01
749,తాడిగిరి పోతరాజు,కెటిల్,కథా సంపుటం,2009-11-01
750,తాడిగిరి పోతరాజు,గాజు కిటికీ,కథా సంపుటం,1967-01-01
751,పి సరళాదేవి,కుంకుమ రేఖలు,కథా సంపుటం,1962-01-01
